作答ID,用户ID,开始时间,结束时间,作答总时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,国家,Province,City,Device,OS,Browser,Pixel,Randomisation,Gender,Age,Education,MotherLanguage,MotherLanguage_2,History_AI_Suage,JsPsych_1,JSPSYCH_2,DiagnosedMBTISelfTrait,MBTI_type,Intro_Extro,Intui_Sens,Felli_Think,Perc_Jude,MBTI_Match_Self_Content,SelfMBTI_1,SelfMBTI_2,SelfMBTI_3,SelfMBTI_4,SelfMBTI_5,SelfMBTI_6,SelfMBTI_7,SelfMBTI_8,SelfMBTI_9,SelfMBTI_10,SelfMBTI_11,SelfMBTI_12,SelfMBTI_13,SelfMBTI_14,SelfMBTI_15,SelfMBTI_16,BrandMBTI_1,BrandMBTI_2,BrandMBTI_3,BrandMBTI_4,BrandMBTI_5,BrandMBTI_6,BrandMBTI_7,BrandMBTI_8,BrandMBTI_9,BrandMBTI_10,BrandMBTI_11,BrandMBTI_12,BrandMBTI_13,BrandMBTI_14,BrandMBTI_15,BrandMBTI_16,InfluencerMBTI_1,InfluencerMBTI_2,InfluencerMBTI_3,InfluencerMBTI_4,InfluencerMBTI_5,InfluencerMBTI_6,InfluencerMBTI_7,InfluencerMBTI_8,InfluencerMBTI_9,InfluencerMBTI_10,InfluencerMBTI_11,InfluencerMBTI_12,InfluencerMBTI_13,InfluencerMBTI_14,InfluencerMBTI_15,InfluencerMBTI_16,ProjectiveMBTI_1,ProjectiveMBTI_2,ProjectiveMBTI_3,ProjectiveMBTI_4,ProjectiveMBTI_5,ProjectiveMBTI_6,ProjectiveMBTI_7,ProjectiveMBTI_8,ProjectiveMBTI_9,ProjectiveMBTI_10,ProjectiveMBTI_11,ProjectiveMBTI_12,ProjectiveMBTI_13,ProjectiveMBTI_14,ProjectiveMBTI_15,ProjectiveMBTI_16,Brand_Influencer_1,Brand_Influencer_2,Brand_Influencer_3,Brand_Influencer_4,Brand_Influencer_5,Brand_Influencer_6,Brand_Influencer_7,Brand_Influencer_8,Brand_Influencer_9,Brand_Influencer_10,Brand_Influencer_11,Brand_Influencer_12,TargetingGap_1_R,TargetingGap_2_R,TargetingGap_3_R,TargetingGap_4,TargetingGap_5_R,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5_R,ConversionGap_1,ConversionGap_2,ConversionGap_3,ConversionGap_4,ConversionGap_5,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,AdEngagement_1,AdEngagement_2,AdEngagement_3,AdEngagement_4,AdEngagement_5,AdEngagement_6,AdEngagement_7,AdEngagement_8,AdEngagement_9,AI_Interactivity,AI_Spontaneity,AI_Immersiveness,AI_Realtime,AI_Intimateness,AI_Empathy,AI_Serendipity,AI_Involvement,AI_Stereotype,AI_Inflexibility,AI_Out_of_Context,AI_Out_of_Memory,AI_Rigidity,AI_Semantic_Drift,AI_Staganance,AI_Low_Credibility,AI_Off_Topic,AI_Ethical_Guardrail,AI_Cultural_Inappropriateness,CAT_HumanLikeness,CAT_AlgorithmRestriction,AIChat_HumanlikeResponsiveness,AIChat_AlgorithmRestriction,Division_AIchatAttitude,Recall_Influencer,Recall_Brand,Recall_TalkObjective,Recall_Length_Talk,Awareness_AIChatbot
96,xLVmb2b7,2025-06-04 01:18:13,2025-06-04 01:32:04,831,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.200.236.61,111.1343350,37.5243660,中国,山西省,吕梁市,COMPUTER,Windows,WeChat,1536px*864px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_52c8fc79c48e4640ba68e1c,ENTJ,12,2,1,2,2,2,5,2,4,2,4,5,3,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,4,3,4,5,4,4,5,4,5,4,4,5,5,4,4,5,4,3,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,3,4,5,4,4,5,5,4,4,5,4,5,5,4,5,4,5,4,2,1,2,2,2,4,5,4,5,2,5,4,2,2,1,4,5,4,5,4,4,5,3,4,5,4,4,5,5,4,5,4,5,4,5,4,5,5,4,4,5,5,3,4,4,5,4,5,4,4,5,4,5,4,4,3,4,5,5,4,5,4,4,5,2,1,2,2,1,2,1,1,2,3,1,2,1,2.74075,.754909090909091,3,16,16,3,4,4
97,leNZRkWe,2025-06-04 01:02:53,2025-06-04 01:17:04,851,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,117.181.184.190,109.3377080,24.2487930,中国,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_ff034d65225d4e31b1ed04c,ENTJ,12,2,1,2,2,2,5,2,4,1,4,5,3,5,4,3,5,4,4,4,5,4,4,2,5,4,4,5,4,5,4,5,3,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,3,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,4,4,5,4,2,1,2,1,2,4,5,5,4,1,4,4,2,1,2,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,5,3,4,4,3,5,2,1,1,2,1,2,2,1,2,1,1,1,1,2.486,.698,1,16,16,1,5,4
98,7YpAjAxM,2025-06-04 00:35:20,2025-06-04 00:52:57,1057,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,111.85.128.151,107.9774880,26.5833520,中国,贵州省,黔东南苗族侗族自治州,COMPUTER,Windows,Chrome,1440px*810px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_a0af3140599b449b99c5f34,ESFJ,14,2,2,1,2,2,5,3,3,4,5,4,4,4,4,4,4,5,5,5,3,2,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,5,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,2,2,2,1,2,4,3,5,5,1,3,4,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,3,4,5,4,4,3,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,2,2,2,2,3,3,2,3,3,3,3,2,2,2.906875,1.19718181818182,4,7,7,3,2,4
99,5LwlP92e,2025-06-04 00:18:54,2025-06-04 00:33:23,869,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,103.232.213.22,139.6917100,35.6895000,日本,Tokyo,Tokyo,COMPUTER,Windows,WeChat,2560px*1440px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_5f6c2b22ad2946e488277c5,ENFP,9,2,1,1,1,2,5,2,4,4,4,5,4,5,2,4,4,5,2,4,2,4,4,5,5,4,4,5,4,5,5,5,4,4,3,5,4,4,5,4,3,3,4,4,5,4,5,3,4,2,4,4,3,4,4,2,3,3,4,3,4,3,4,2,3,3,4,4,2,5,5,5,4,4,5,3,4,5,5,5,4,5,2,1,3,2,2,5,4,5,4,2,4,5,3,2,2,5,4,5,5,4,5,3,4,5,5,5,5,4,3,3,4,5,4,2,2,4,4,3,5,4,3,2,2,1,3,2,2,4,4,5,3,2,3,2,4,3,5,4,5,5,3,3,4,5,2,1,1,2,2,1,1,2,1,3,2,2,1,2.593375,.750090909090909,3,4,4,3,5,5
100,VMJZgq1M,2025-06-04 00:14:57,2025-06-04 00:28:01,784,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.185.214.205,121.6889132,29.8482066,中国,浙江省,宁波市,COMPUTER,Windows,Chrome,1280px*720px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_bf52810106224136a21fd40,ENTP,11,2,1,2,1,2,5,2,5,2,3,5,3,4,4,4,5,4,2,5,2,4,4,3,5,4,4,5,4,4,5,3,4,5,4,5,4,5,5,3,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,5,3,4,5,4,5,4,3,4,3,3,5,3,4,4,5,5,4,5,4,4,5,4,4,5,4,2,1,1,1,2,4,5,4,4,1,4,5,1,1,1,4,5,5,4,5,4,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,3,4,4,5,3,4,5,4,5,4,5,4,5,5,5,4,5,4,5,4,3,4,2,1,1,2,1,2,1,1,2,1,1,2,1,2.605625,.655454545454545,3,12,12,2,4,4
101,nePzxz97,2025-06-04 00:12:46,2025-06-04 00:27:07,861,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,124.130.251.48,122.1163940,37.5096910,中国,山东省,威海市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_37b42ca678a84b1899fbee3,ISTP,7,1,2,2,1,2,5,5,1,4,4,1,4,4,5,4,4,4,2,4,2,2,4,4,4,5,4,2,4,4,5,4,2,4,4,2,4,4,2,4,4,4,4,3,4,2,4,4,2,4,4,2,4,2,2,4,2,4,4,2,3,2,4,3,4,4,4,2,3,2,4,4,5,4,4,4,4,3,3,4,4,4,4,2,4,4,4,2,3,4,4,2,4,2,4,4,2,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,3,3,3,2,2,4,4,4,4,4,2,2,4,4,4,5,5,4,4,4,2,4,3,4,4,4,4,4,2,4,2,2,2,4,4,4,2,2,4,2,2,3,2,2,2,1,2,1.88875,1.25718181818182,2,9,9,3,3,5
102,37KN8EQM,2025-06-04 00:09:17,2025-06-04 00:25:21,964,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,220.202.252.222,112.9666670,28.2000010,中国,湖南省,长沙市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_a9df6da19ff74c0f9cd62c2,ESFJ,14,2,2,1,2,2,5,1,4,2,5,4,5,4,5,5,4,5,5,4,5,5,4,5,4,4,5,4,5,4,4,5,1,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,1,4,5,4,4,5,5,4,4,1,5,4,5,4,4,5,2,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,5,4,1,2,2,1,1,4,4,5,4,1,5,4,1,2,1,4,5,4,4,5,4,5,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,5,4,4,1,2,1,1,2,1,2,2,1,2,1,2,1,2.756625,.664636363636364,3,7,7,2,5,5
103,o7jEE8oM,2025-06-03 23:58:33,2025-06-04 00:18:43,1210,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,112.96.47.190,113.3202591,23.1934490,中国,广东省,广州市,COMPUTER,Mac OS X,Safari,1440px*900px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_a51ea950bd7343be9be31e2,ISFJ,6,1,2,1,2,2,2,5,2,4,4,4,5,4,4,4,5,5,5,4,4,4,4,5,5,4,5,4,5,3,4,4,4,5,5,4,4,3,3,5,4,4,5,4,4,4,5,5,4,4,5,5,5,5,4,5,4,5,5,4,4,3,4,4,4,4,5,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,1,1,1,1,2,3,4,4,5,2,4,4,2,2,2,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,5,2,4,2,2,2,1,1,1,1,1,2,2,2,1,1,2.47,.725363636363636,1,5,5,2,3,5
104,xMoVZXRe,2025-06-03 23:53:38,2025-06-04 00:11:51,1093,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.144.169.40,114.9863730,27.1116990,中国,江西省,吉安市,COMPUTER,Windows,Chrome,2048px*1152px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_2d2eaf24ff7543fdad1931e,INTJ,4,1,1,2,2,2,3,5,2,4,5,4,3,4,4,2,4,5,5,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,5,3,4,5,4,3,4,4,5,4,5,4,4,3,4,4,5,4,5,4,4,5,4,4,5,3,4,4,5,4,4,3,4,4,5,3,4,4,5,3,4,4,5,4,5,4,5,5,2,1,1,1,2,4,5,4,4,1,5,3,2,1,2,4,3,4,4,5,4,4,3,4,4,5,4,4,5,4,5,5,4,4,5,5,4,5,4,3,4,4,3,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,3,5,2,1,2,1,1,2,1,1,1,2,2,2,1,2.620875,.693090909090909,3,14,14,3,5,4
105,7YpA81lM,2025-06-03 23:44:43,2025-06-04 00:02:00,1037,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.231.222.55,113.8903000,22.7813000,中国,广东省,深圳市,COMPUTER,Windows,Chrome,2048px*1152px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_932b8111db104c079d62a10,ENTJ,12,2,1,2,2,2,5,1,5,2,4,4,1,5,5,4,5,4,5,4,4,1,4,4,5,5,4,4,5,4,5,4,5,4,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,5,5,4,4,5,5,4,5,4,5,4,4,4,5,5,4,5,4,4,5,5,4,4,5,4,5,2,1,1,1,2,5,4,5,4,1,5,5,2,1,1,4,5,4,5,4,5,5,4,4,4,4,5,5,4,5,4,5,4,4,4,5,4,5,4,5,5,5,5,4,4,5,5,4,5,5,4,5,4,4,5,5,5,5,4,4,5,4,5,4,2,2,1,1,2,2,1,2,1,2,1,2,1,2.765875,.727636363636364,3,16,16,3,3,5
106,37KYqYve,2025-06-03 23:34:21,2025-06-03 23:54:58,1237,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,119.39.55.236,113.0632558,28.1741636,中国,湖南省,长沙市,COMPUTER,Windows,Chrome,1536px*960px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_f14c9f14043e4f03b8e6ecb,INFJ,2,1,1,1,2,2,4,3,4,5,5,4,3,4,4,4,4,5,5,4,4,4,3,4,4,5,4,5,4,4,5,4,2,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,3,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,2,2,2,2,2,5,4,4,4,3,3,4,2,3,2,4,4,5,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,2,2,2,1,2,3,2,2,2,3,2,1,2,2.464125,.983545454545455,2,6,6,2,3,4
107,p7YlalZM,2025-06-03 23:35:37,2025-06-03 23:51:46,969,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,117.139.98.26,103.8317880,30.0483180,中国,四川省,眉山市,COMPUTER,Windows,Chrome,1280px*800px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_7aaca1f5ce6d423385d9203,ISFJ,6,1,2,1,2,2,2,4,1,5,4,2,4,4,3,4,4,5,4,4,3,2,3,4,4,4,5,4,4,3,3,4,4,3,4,3,3,3,4,3,3,4,4,3,4,4,4,5,5,3,3,3,4,3,4,3,4,2,3,3,2,3,3,4,4,4,3,4,3,2,3,3,4,3,4,4,5,4,4,3,4,4,2,1,2,2,3,2,2,3,3,4,3,4,3,3,2,4,3,4,3,3,4,5,4,4,4,3,3,4,4,3,3,4,3,2,2,3,3,4,3,3,2,2,2,3,3,4,3,3,4,4,5,3,4,4,3,3,4,2,4,4,3,4,4,5,3,3,2,2,3,3,2,2,2,3,3,1,2,2.26825,1.20309090909091,2,8,8,3,3,4
108,7XAjZ6DL,2025-06-03 23:30:25,2025-06-03 23:48:53,1108,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,111.36.110.51,117.1290630,36.1949680,中国,山东省,泰安市,COMPUTER,Windows,WeChat,1707px*960px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_1846ea251d8548bea01cb7c,ISFJ,6,1,2,1,2,2,4,3,2,4,5,2,4,5,3,4,4,4,5,4,5,2,2,4,4,5,5,4,5,4,5,4,3,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,3,4,5,4,5,5,4,5,5,4,5,5,4,5,4,4,3,4,5,4,5,4,4,5,5,4,5,5,4,4,5,4,5,5,2,1,2,5,2,4,5,3,4,2,3,4,2,1,2,4,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,3,3,3,2,4,5,5,4,4,3,3,4,5,4,5,4,3,4,4,5,4,5,5,3,4,4,3,5,4,2,4,3,5,2,1,1,2,1,2,2,3,1,2,2,1,1,2.248375,.809545454545454,1,5,5,3,5,4
109,xebYJJXL,2025-06-03 23:35:30,2025-06-03 23:48:48,798,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.46.64.115,113.3093966,23.2538108,中国,广东省,广州市,COMPUTER,Windows,Chrome,1280px*720px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_60ebc156ac8e447bab8c7fe,INTP,3,1,1,2,1,2,4,4,2,4,3,3,3,4,5,2,5,2,3,3,4,4,4,2,4,3,2,5,3,4,3,3,4,3,3,5,4,4,4,2,3,3,4,4,3,5,4,3,3,4,4,5,3,4,5,4,4,3,3,4,3,5,4,3,4,3,3,4,3,5,5,4,4,3,4,3,3,4,5,4,3,4,2,3,2,2,3,4,4,3,4,3,3,4,2,2,2,4,3,4,4,3,2,2,3,3,4,3,3,4,4,3,4,4,3,4,5,4,3,4,4,3,4,3,3,4,4,3,3,4,4,3,3,4,4,2,3,3,4,3,4,5,3,3,4,4,3,2,3,2,1,3,2,2,1,3,2,1,2,2.308125,1.02490909090909,2,10,10,3,3,5
110,37K8XvKL,2025-06-03 23:22:41,2025-06-03 23:41:40,1139,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,111.4.146.225,114.3799259,30.4747293,中国,湖北省,武汉市,COMPUTER,Windows,Chrome,1536px*864px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_c6140ff3978b441ebeb5aa5,ISFJ,6,1,2,1,2,2,2,5,1,4,4,2,4,5,4,4,4,5,4,2,4,3,4,4,5,4,4,2,5,3,5,4,4,3,4,2,4,4,4,3,4,4,5,3,5,2,4,2,4,2,5,2,4,2,4,4,2,4,5,2,4,2,4,2,5,2,4,3,4,2,2,4,3,2,2,4,3,3,2,2,1,4,2,2,1,2,2,2,2,3,4,1,4,2,2,1,2,4,4,5,4,4,5,4,5,4,5,4,4,4,2,3,5,4,4,2,3,4,4,5,3,2,1,3,4,4,5,4,3,4,5,4,3,4,4,5,4,4,4,4,5,4,2,3,4,5,4,4,2,2,4,2,3,2,2,3,1,1,2,2.3235,1.24045454545455,2,5,5,3,5,5
111,5LmdrPA7,2025-06-03 23:14:19,2025-06-03 23:39:55,1536,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,124.239.49.64,117.5021000,40.4223000,中国,河北省,承德市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_b7f3dd2fd0a74a30a1d2f53,ENTP,11,2,1,2,1,2,4,3,4,4,4,4,4,4,3,2,4,3,3,4,3,4,4,3,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,4,3,4,4,5,4,4,4,3,4,4,4,4,5,4,3,4,3,4,3,4,3,4,4,5,4,3,3,4,4,4,4,5,5,4,2,3,2,2,2,4,4,5,4,2,3,4,3,3,2,4,4,5,4,4,3,3,4,4,4,4,4,5,3,4,3,4,3,3,4,4,4,5,4,4,3,3,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4,3,3,4,4,2,2,1,2,2,1,2,3,2,3,3,1,2,2.20775,.962727272727273,2,12,12,3,3,5
112,G7X2mNoe,2025-06-03 23:20:40,2025-06-03 23:38:19,1059,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,153.99.86.190,118.7779920,32.0616680,中国,江苏省,南京市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,5,4,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250603/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_198ec79ad6b4414cad5c763,ENTJ,12,2,1,2,2,2,4,2,5,1,4,5,2,5,4,4,5,4,5,4,5,5,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,1,2,1,2,1,4,5,4,4,1,5,4,2,1,2,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,4,5,4,4,5,4,5,4,2,1,2,2,1,2,1,2,1,1,2,2,1,2.684375,.740363636363636,3,16,16,3,3,4
